sap;descricao;unidade;preco_unitario
F-39DT;INST PINO ISOL ACO ROSCA;UN;0.0
F-4/13;F-4/13 INSTALAÇÃO SUPORTE JOTA;UN;0.0
F-41;F-41 INST PROLONGADOR DE POSTE 1550MM;UN;0.0
F-45;F-45 INSTALAÇÃO SELA DE CRUZETA;UN;0.0
F-47;F-47     INST SUPORTE P/ FIX. PARA-RAIO;UN;0.0
F-6/1;F-6/1    RET  CONJ.CH. P/2 I.PINO,CANT.;UN;0.0
F-6/CD;F-6/CD   RET  CHAPA DE DERIVACAO;UN;0.0
F-70;F-70 INST SUPORTE ANGULAR P/CHAVE FACA;UN;0.0
F-81/1;F-81/1 INST SUPORTE AFAST.R.MULT.C/1250;UN;0.0
F-81/2;F-81/2 INST SUPORTE AFAST.R.MULTIP.C/850;UN;0.0
F-88/1;F-88/1 INST SUP CONCENTRADOR DE MEDIÇÃO;UN;0.0
F-89;F-89 ISTALAÇÃO SUPORTE ISOLADOR PILAR;UN;0.0
F-93;F-93 INSTALAÇÃO SUPORTE ÔMEGA;UN;0.0
F-95;F-95 INST EXTENSOR APARA BAMBU;UN;0.0
F-14/10;"F-14/10  RET  GRAMPO ""U"" N:10";UN;0.0
F-14/4;F-14/4   RET  GRAMPO U N.4;UN;0.0
F-14/5;"F-14/5   RET  GRAMPO ""U"" N:5";UN;0.0
F-14/6;"F-14/6   RET  GRAMPO ""U"" N:6";UN;0.0
F-14/7;"F-14/7   INST GRAMPO ""U"" N:7";UN;0.0
F-14/8;"F-14/8   INST GRAMPO ""U"" N:8";UN;0.0
F-14/9;"F-14/9   INST GRAMPO ""U"" N:9";UN;0.0
F-7/2;F-7/2    RET  CALCO DUPLO N 2;UN;0.0
F-7/4;F-7/4    RET  CALCO DUPLO N 4;UN;0.0
F-7/6;F-7/6    RET  CALCO DUPLO N 6;UN;0.0
A-35;A-35 INST PRENSA CABO ACO 6/8MM 8/10;UN;0.0
F-10/02;F-10/02  INST CINTA P/POSTE CIRCULAR 90;UN;0.0
F-10/03;F-10/03  INST CINTA P/POSTE CIRCULAR 12;UN;0.0
F-10/04;F-10/04  INST CINTA P/POSTE CIRCULAR 14;UN;0.0
F-10/05;F-10/05  INST CINTA P/POSTE CIRCULAR 17;UN;0.0
F-10/06;F-10/06  INST CINTA P/ POSTE CIRCULAR 2;UN;0.0
F-10/07;F-10/07  INST CINTA P/ POSTE CIRCULAR 2;UN;0.0
F-10/08;F-10/08  INST CINTA P/ POSTE CIRCULAR 2;UN;0.0
F-10/09;F-10/09  INST CINTA P/POSTE CIRCULAR 28;UN;0.0
F-10/10;F-10/10  INST CINTA P/POSTE CIRCULAR 30;UN;0.0
F-10/11;F-10/11  INST CINTA P/POSTE CIRC. DIA.;UN;0.0
F-10/12;F-10/12  INST CINTA P/POSTE CIRC. DIA.;UN;0.0
F-76;F-76 INST CINTA REGULAVEL;UN;0.0
F-76/DIS;F-76/DIS INST DISP AUX CINTA AJUSTAVEL;UN;0.0
O-48;O-48 INST.CONECTOR TERM.P/CONJ. ATRRAM.;UN;0.0
F-32/02;F-32/02  INST PARAFUSO ROSCA DUPLA 16X2;UN;0.0
F-32/03;F-32/03 INST PARAFUSO ROSCA DUPLA 16X150;UN;0.0
F-32/04;F-32/04  INST PARAFUSO ROSCA DUPLA 16X3;UN;0.0
F-32/06;F-32/06  INST PARAFUSO ROSCA DUPLA 16X4;UN;0.0
F-32/07;F-32/07  INST PARAFUSO ROSCA DUPLA 16X5;UN;0.0
F-32/08;F-32/08  INST PARAFUSO ROSCA DUPLA 16X5;UN;0.0
F-32/09;F-32/09  INST PARAFUSO ROSCA DUPLA 16X6;UN;0.0
F-44;F-44 INST PARAFUSO PARAFUSO SEX BZ-SI 1/;UN;0.0
A-5/1;A-5/1 INST BRAÇO C/GRAMPO DE SUSP P/NEUT;UN;0.0
M-1;M-1      RET  ALçA PRE P/BIPOLAR CONC.;UN;0.0
M-1/10B;M-1/10B INST CABO CONCÊNTRICO BIPOL 10MM;UN;0.0
M-1/10TE;M-1/10TE INST CABO CONCÊNTRICO TETRAPOL;UN;0.0
M-1/2;M-1/2 INST ALÇA PRE-FORMADA DISTRIB 2AWG;UN;0.0
M-1/3,09;M-1/3,09 INST ALCA PRE-FOR DIS FIO ZINC;UN;0.0
M-1/397;M-1/397 INST. ALÇA PRE-FORMADA DISTRIB;UN;0.0
M-1/4;M-1/4    INST ALCA PRE-FORM.DISTRIB.CAB;UN;0.0
M-1/4/0;M-1/4/0  INST ALCA PRE-FORMADA DISTRIB.;UN;0.0
M-1/4CAA;M-1/4CAA INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M-1/5;M-1/5    INST ALCA PRE-FORM.CABO ACO 5/;UN;0.0
M-10/CU;M-10/CU  RET  GRAMPO TENSAO CU N.6-250M;UN;0.0
M-7;M-7      RET  FIO 6 PARA AMARRACAO CABO;UN;0.0
M1/1/0;M1/1/0 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M1/1/0SI;M1/1/0SI INST ALCA PRE-FORMADA DIST.1/0;UN;0.0
M1/10B;M1/10B INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M1/10BAL;M1/10BAL INST ALCA PREFORMADA ACO 10MM2;UN;0.0
M1/10TAL;M1/10TAL INST ALCA PREFORMADA ACO 10MM2;UN;0.0
M1/120;M1/120 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M1/16TE;M1/16TE INST ALÇA PRE FORM CABO TETRA 16;UN;0.0
M1/16TRI;M1/16TRI INST ALCA PREF ACO 16MM2 TRIPOL;UN;0.0
M1/2;M1/2 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M1/397;M1/397 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M1/397SI;M1/397SI RET  ALCA PRE-FORM. DIST. 397,;UN;0.0
M1/4;M1/4 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M1/50;M1/50 RET ALCA PRE-FORMADA DISTRIB;UN;0.0
M1/70;M1/70 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M1/95S34;M1/95S34 INST ALCA PREF XLPE 660,0MM 95M;UN;0.0
M11/0SIC;M11/0SIC INST. ALCA PRE-FORM CABO 1/0AWG;UN;0.0
M13975IC;M13975IC INST ALCA PRE-FORM.DIST.397,5;UN;0.0
M1397PVC;M1397PVC INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M1397S13;M1397S13 INST ALÇA PRE-FORM. DIST. 397,5;UN;0.0
M1397S34;M1397S34  INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M1397SI3;M1397SI3 INST ALÇA PRE-FORM. DIST. 397,5;UN;0.0
M1397X34;M1397X34 INST ALCA PRE-FORM. DIST. 397,5;UN;0.0
M14S1/0B;M14S1/0B INST ALÇA PRE FORM 4-1/0 AWG;UN;0.0
M1556397;M1556397 INST ALÇA PRE FORM 556-397 MCM;UN;0.0
M2/6;M2/6 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M2/7;M2/7 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M2/9;M2/9 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M2/9-34;M2/9-34 INST ALCA PREFOR DISTRIB MULT 34;UN;0.0
M3/6;M3/6 INST ALCA PRE-FORMADA DISTRIB;UN;0.0
M6/AL-AT;M6/AL-AT INST FIO AMARRACAO P/CABO AL/A;UN;0.0
M6/AL-BT;M6/AL-BT INST FIO AMARRACAO P/CABO AL-B;UN;0.0
M6/CU-AT;M6/CU-AT INST FIO 6 CU P/AMARR. CABO CU;UN;0.0
M6/CU-BT;M6/CU-BT INST FIO 6 CU P/AMARR. CABO CU;UN;0.0
O-2/02;O-2/02   INST CONEC.PARAF.FEND.3/0-250,;UN;0.0
O-2/03;O-2/03   INST CONECTOR PARAF.FEND.8-2/0;UN;0.0
O-2/04;O-2/04   INST CONECTOR PARAF.FEND.6-1/0;UN;0.0
O-2/05;O-2/05   INST CONECTOR PARAF.FEND.F4-2,;UN;0.0
O-2/06;O-2/06   INST CONECTOR PARAF.FEND.8-F4;UN;0.0
O-2/07;O-2/07   INST CONECT.PARAF.FEND.8-F6,F1;UN;0.0
O-2/08;O-2/08   INST CONECTOR PARAF.FEND.10-8,;UN;0.0
O-2/9;O-2/9 INST CONEC PARAF FENDIDO COM RAB;UN;0.0
O-10/01;O-10/01  INST CON.PARAL.COMP.397-250,39;UN;0.0
O-10/02;O-10/02  INST CONEC.PARAL.COMP.397-250,;UN;0.0
O-10/03;O-10/03  INST CONEC.PARAL.COMP.1/0-4/0,;UN;0.0
O-10/04;O-10/04  INST CONECTOR PARAL.COMP.2-2/0;UN;0.0
O-10/05;O-10/05  INST CONECTOR PARAL.COMP.6-2,8;UN;0.0
O-10/06;O-10/06  INST CONECT.PARAL.COMP.1-2/0,8;UN;0.0
O-10/07;O-10/07  INST CONECTOR PARAL.COMP.397-1;UN;0.0
O-11/08;O-11/08  INST CONEC.PARAL.PARAF.556CA-1;UN;0.0
O-11/09;O-11/09  INST CONECT.PARAL.PARAF.397CA-;UN;0.0
O-11/10;O-11/10  INST CONECT.PARAL.PARAF.397CA-;UN;0.0
O-11/11;O-11/11  INST CONECT.PARAL.PARAF.397CA-;UN;0.0
O-11/12;O-11/12  INST CONE.PARAL.PARF.397CA-3/0;UN;0.0
O-11/13;O-11/13  INST CONECT.PARAL.PARAF.250CU-;UN;0.0
O-11/14;O-11/14  INST CONECT.PARAL.PARAF.250CU-;UN;0.0
O-11/15;O-11/15  INST CONECT.PARAL.PARAF.250CU-;UN;0.0
O-11/16;O-11/16  INST CONECT.PARAL.PARAF.4/0CA-;UN;0.0
O-11/17;O-11/17  INST CON.PARAL.PARAF.4/0CA-3/0;UN;0.0
O-11/18;O-11/18  INST CON.PARAL.PARAF.3/0CA-3/0;UN;0.0
O-11/19;O-11/19  INST CONE.PARAL.PARAF.1/0CAA-1;UN;0.0
O-11/20;O-11/20  INST CON.PARAL.PARAF.1/0CA-1/0;UN;0.0
O-70/1;O-70/1 INST CONECTOR DERIV.MEC.150-240/9;UN;0.0
O-70/2;O-70/2 INST CONECTOR DERIV.MEC.95-240/25;UN;0.0
O-70/3;O-70/3 INST CONECTOR DERIV.MEC.25-95/16-;UN;0.0
O-12/01;O-12/01  INST CONECTOR AMPACT 556CA-556;UN;0.0
O-12/02;O-12/02  INST CONECT. AMPACT 556CA-397,;UN;0.0
O-12/03;O-12/03  INST CONECTOR AMPACT 397CA-397;UN;0.0
O-12/04;O-12/04  INST CONECTOR AMPACT 397CA-250;UN;0.0
O-12/05;O-12/05  INST CONECTOR AMPACT 397CA-1/0;UN;0.0
O-12/06;INST.CONECTOR TIPO CUNHA 120X 120MM2 CA;UN;0.0
O-12/07;INST.CONECTOR TIPO CUNHA 120X 50MM2 CA;UN;0.0
O-12/08;O-12/08  INST CON.C.50AL OU 1/0AWGCA-CAA;UN;0.0
O-12/09;O-12/09 INST CONEC. CUNHA 120 C/4AWG-CAA;UN;0.0
O-12/10;O-12/10 INST CONEC. CUNHA 120 C/6AWG-CAA;UN;0.0
O-12/11;O-12/11  INST CONECTOR CUNHA TIPO VII;UN;0.0
O-12/12;O-12/12  INST CONECTOR AMPACT 397CA-95CA;UN;0.0
O-12/13;O-12/13  INST CONECTOR AMPACT 95CA-95CA;UN;0.0
O-12/30;O-12/30 INST CONECTOR C.C/CAPA 185/185AL;UN;0.0
O-12/31;O-12/31 INST CONECTOR C.C/CAPA 185/50 AL;UN;0.0
O-12/32;O-12/32 INST CONECTOR C.C/CAPA 50/50 AL;UN;0.0
O-12/AMA;O-12/AMA INST AMPACT-CARTUCHO AMARELO;UN;0.0
O-12/AMM;O-12/AMM INST CARTUCHO METALICO AMARELO;UN;0.0
O-12/AZM;O-12/AZM INST CARTUCHO METALICO AZUL;UN;0.0
O-12/AZU;O-12/AZU INST AMPACT-CARTUCHO AZUL;UN;0.0
O-12/VER;O-12/VER INST AMPACT-CARTUCHO VERMELHO;UN;0.0
O-12/VMM;O-12/VMM INST CARTUCHO METALICO VERMELHO;UN;0.0
CA240LID;CA240LID INST LIDE CB ARMADO 240MM²;UN;0.0
F-31/1;F-31/1   INST PARF.CAB.ABAULADA P/SUP.P;UN;0.0
F-34S;F-34S    INST PARF.CAB.SEXT. P/SUPORTE;UN;0.0
F-34T/1;F-34T/1  INST PARAF. PARA TERMIN. C/CAB;UN;0.0
F-34T/2;F-34T/2  INST PARF.P/TERM.C/CB.556,5-39;UN;0.0
KCA240BT;KCA240BT INST CJ CON CABO ARM 240P/CDMAR;UN;0.0
KCA50BT;KCA50BT INST CJ CON CABO ARM 50 P/CDMAR;UN;0.0
KCA95BT;KCA95BT INST CJ CON CABO ARM 95 P/CDMAR;UN;0.0
O-13/1/0;O-13/1/0 INST CONEC.TER.TIPO COMPRE. 1/;UN;0.0
O-13/120;O-13/120 INST CONECTOR TERM. COMPRES. 12;UN;0.0
O-13/240;O-13/240 INST CONECTOR TERM. TIPO COMPR;UN;0.0
O-13/25;O-13/25 INST CONECTOR TERM. COMPRES. 25;UN;0.0
O-13/35;O-13/35 INST CONECTOR TERM. COMPRES. 35;UN;0.0
O-13/397;O-13/397 INST CONEC.TERM.TIPO COMPRE. 3;UN;0.0
O-13/50B;O-13/50B INST CONECTOR TERM. COMPRES. 50;UN;0.0
O-13/556;O-13/556 INST CONEC.TERM.TIPO COMPRE. 5;UN;0.0
O-13/70;O-13/70 INST CONECTOR TERM. COMPRES. 70;UN;0.0
O-13/70B;O-13/70B INST CONECTOR TERM. COMPRES. 70;UN;0.0
O-2/10;O-2/10 INST CONEC TERM PARAF 6AWG-250KCM;UN;0.0
O13/120B;O-13/120B INST CONECTOR TERM. COMPR. 120;UN;0.0
O-25/01;O-25/01  INST ADAPT.ESTRIBO COMP.556CA,;UN;0.0
O-25/02;O-25/02  INST ADAPT. ESTRIBO COMPRES.1/;UN;0.0
O-25/03;O-25/03  INST ADAPT.ESTRIBO PARAFUSO 4;UN;0.0
O-25/04;O-25/04  INST CONECTOR ESTRIBO LATERAL;UN;0.0
O-25/05;O-25/05  INST CONECT.ESTRIBO LATERAL (3;UN;0.0
O-25/30;O-25/30 INST ADAPT.ESTRIB.C.C/CAPA 185AL;UN;0.0
O-25/31;O-25/31 INST ADAPT.ESTRI.C.C/CAPA 50AL;UN;0.0
O-7/01;O-7/01   INST CONECTOR DERIV. P/LINHA V;UN;0.0
O-20/01;O-20/01 INST EMENDA PREFOR.P/CABO 3,09M;UN;0.0
O-20/04;O-20/04  INST EMENDA PRE-FORMADA P/CABO;UN;0.0
O-30/02;O-30/02  INST LUVA EME.TRA.RE.JUMP.1/0C;UN;0.0
O-30/03;O-30/03  INST LUVA EME.TRA.RED.-JUMPER;UN;0.0
O-30/04;O-30/04  INST LUVA EME.TRA.RED.-JUMPER;UN;0.0
O-31/02;O-31/02  INST LUVA EMEM.TRAC.TOT.COMP.1;UN;0.0
O-31/03;O-31/03  INST LUVA EMEM.TRAC.TOT.COMP.1;UN;0.0
O-31/04;O-31/04  INST LUVA EMEM.TRAC.TOT.COMP.3;UN;0.0
O-31/05;O-31/05  INST LUVA EMEM.TRAC.TOT.COMP.3;UN;0.0
O-31/06;O-31/06  INST LUVA EME.TRA.TOT.COMP.556;UN;0.0
O-31/07;O-31/07  INST LUVA EMEN. TRACAO TOT. 2;UN;0.0
O-31/120;O-31/120 RET LUVA EMEN TRAC TOT 120 MM²;UN;0.0
A-16/01;A-16/01  INST CAPA ISOL P/AMPACTINHO 1;UN;0.0
A-16/02;A-16/02  INST CAPA ISOL P/AMPACTINHO 2;UN;0.0
A-16/03;A-16/03  INST CAPA ISOL P/AMPACTINHO 3;UN;0.0
A-37/01;A-37/01 INST CAPA ISOL P/AMPACTINHO 1;UN;0.0
A-37/02;A-37/02 INST CAPA ISOL P/AMPACTINHO 2;UN;0.0
A-37/03;A-37/03 INST CAPA ISOL P/AMPACTINHO 3 E;UN;0.0
O-15/01;O-15/01  INST CONECTOR AMPACTINHO 1;UN;0.0
O-15/02;O-15/02  INST CONECTOR AMPACTINHO 2;UN;0.0
O-15/03;O-15/03  INST CONECTOR AMPACTINHO 3;UN;0.0
O-15/04;O-15/04  INST CONECTOR AMPACTINHO 4;UN;0.0
O-15/06;O-15/06 INST CONECTOR CUNHA TIPO VIII;UN;0.0
O-15/07;O-15/07 INST CONECTOR AMPACTINHO L;UN;0.0
O-15/08;O-15/08 INST CONECTOR AMPACTINHO C;UN;0.0
A-15/02;A-15/02  INST FITA ISOLANTE.ADESIV.SCOT;UN;0.0
E-20/1;E-20/1   INST LAMPADA VAPOR DE MERCURIO;UN;0.0
E-20/2;E-20/2   INST LAMPADA VAPOR DE MERCURIO;UN;0.0
E-20/3;E-20/3   INST LAMPADA VAPOR DE MERCURIO;UN;0.0
E-20/4;E-20/4   INST LAMPADA VAPOR DE MERCURIO;UN;0.0
E-21;E-21     INST LAMPADA INCANDESCENTE DE;UN;0.0
E-22/1;E-22/1   INST LAMPADA MISTA 160W;UN;0.0
E-22/2;E-22/2   INST LAMPADA MISTA 250W;UN;0.0
E-24/3;E-24/3   INST LAMP.VAP.SODIO ALT.PRESSA;UN;0.0
E-25;E-25     INST LUMIN. ABERTA P/LAMPADA V;UN;0.0
E-26/1;E-26/1   INST LUMIN. FECHADA P/V.MERC.2;UN;0.0
E-26/2;E-26/2   INST LUMIN. FECHADA P/ V.MERC.;UN;0.0
E-32/1;E-32/1   INST REATOR LAMP.VAP. MERCURIO;UN;0.0
E-32/2;E-32/2   INST REATOR LAMP.VAP. MERCURIO;UN;0.0
E-32/3;E-32/3   INST REATOR DE LAMP.VAPOR SODI;UN;0.0
E-39;E-39     INST RELE FOTOELETRICO COM BAS;UN;0.0
F-5/1;F-5/1    INST BRACO TUBO 3.00M;UN;0.0
F-5/2;F-5/2    RET  BRACO TUBO 4.00M;UN;0.0
F-30/01;F-30/01 INST PARAF.CAB.QUAD.16X150X8OA90;UN;0.0
F-30/02;F-30/02  INST PARAF CAB QUAD DIAM 16X20;UN;0.0
F-30/03;F-30/03  INST PARAF CAB QUAD DIAM 16X25;UN;0.0
F-30/04;F-30/04  INST PARAF CAB QUAD DIAM 16X30;UN;0.0
F-30/05;F-30/05  INST PARAF CAB QUAD DIAM 16X35;UN;0.0
F-30/06;F-30/06  INST PARAF CAB QUAD DIAM 16X40;UN;0.0
F-30/07;F-30/07  RET  PARAF CAB QUAD DIAM 16X45;UN;0.0
F-30/08;F-30/08  INST PARAF CAB QUAD DIAM 16X50;UN;0.0
F-30/11;F-30/11  INST PARAF CAB QUAD DIAM 16X65;UN;0.0
F-30/13;F-30/13  INST PARAF CAB QUAD DIAM 16X12;UN;0.0
F-34F;F-34F INST. PARAF  PRISI ISOL PILAR FERR;UN;0.0
F-34M;F-34M INST. PARAF  PRISI ISOLADOR PILAR;UN;0.0
M-13/4;M-13/4   INST LACO PREFORMADO ROLDANA;UN;0.0
M-17/4;M-17/4   INST LACO PRE-FOR.DUPLO LATERA;UN;0.0
M17/3.09;M17/3.09 RET  LACO PRE-FORM. DUPLO  3.0;UN;0.0
A-14/240;A-14/240 RET  ABRACADEIRA (3 X CABO 240;UN;0.0
A-14/35;A-14/35  RET  ABRACADEIRA (3 X CABO 35;UN;0.0
A-16/1;A-16/1   INST ABRACADEIRA PLAST.(CONJ.C;UN;0.0
A-24;A-24     INST GARFO DUPLO;UN;0.0
A-42;A-42     INST SUPORTE DE ACO GALVANIZAD;UN;0.0
F-21;F-21     INST BALANCIM;UN;0.0
F-22;F-22     INST MANILHA - SAPATILHA;UN;0.0
F-23;F-23     INST GRAMPO SUSPENSAO(50/70/12;UN;0.0
F-24;F-24     INST MANILHA;UN;0.0
F-26;F-26     INST CRUZETA UNIVERSAL;UN;0.0
F-28;F-28     INST MANILHA CURVA;UN;0.0
F-31;F-31     INST PARAF.CABECA ABAUL. 16 X;UN;0.0
F-40;F-40     INST PORCA OLHAL;UN;0.0
F-71;F-71 INSTALAÇÃO BRAÇO L;UN;0.0
F-78/3;F-78/3 INST TUBO AÇO GALV 4 POL S/LUVA;UN;0.0
F-8/240;F-8/240  RET  BRACADEIRA 38MM-FIX.CAB.2;UN;0.0
F-8/35;F-8/35   RET  BRACADEIRA 25MM-FIX.CABO;UN;0.0
R-3/1;R-3/1    RET  CRUZETA DE MADEIRA C/2000;UN;0.0
R-3/2;R-3/2    RET  CRUZETA DE MADEIRA C/2400;UN;0.0
R-4/1;R-4/1 INST CRUZETA POLIMÉRICA 2000 MM;UN;0.0
R-4/2;R-4/2 INST CRUZETA POLIMÉRICA 2400 MM;UN;0.0
R-4/3;R-4/3 INST CRUZETA POLMÉRICA 3000 MM;UN;0.0
R-5/1;R-5/1 INST CRUZETA DE AÇO COM 2000 MM;UN;0.0
R-5/2;R-5/2 INST CRUZETA DE AÇO COM 2400 MM;UN;0.0
A-10/1;A-10/1 INST PROTETOR DE BUCHA;UN;0.0
A-8/1;A-8/1 INST LUVA CONTRAÍVEL P/CABO 50 AL;UN;0.0
A-8/2;A-8/2 INST LUVA CONTRAÍVEL P/CABO 185 AL;UN;0.0
A-9/1;A-9/1 INST CAPUZ CONTRAÍVEL P/CABO 50 AL;UN;0.0
A-9/2;A-9/2 INST CAPUZ CONTRAÍVEL P/CABO 185AL;UN;0.0
O-14;O-14     INST CONECTOR TERMINAL TIPO PA;UN;0.0
O-20/120;O-20/120 INST EMENDA PRE-FORMADA COND.1;UN;0.0
O-20/50;O-20/50  INST EMENDA PRE-FORMADA COND.;UN;0.0
O-30/120;O-30/120 INST LUVA EMEND.TRACAO REDUZ.1;UN;0.0
O-38/120;"O-38/120 INST EMENDA MOLD.;RETA;12/20KV";UN;0.0
O-38/240;"O-38/240 INST EMENDA MOLD.;RETA;12/20KV";UN;0.0
O-38/35;"O-38/35  INST EMENDA MOLD.;RETA;12/20KV";UN;0.0
O-39/120;"O-39/120 INST TERMINAL MOLD;EXT.;12/20KV";UN;0.0
O-39/240;"O-39/240 INST TERMINAL MOLD;EXT.;12/20KV";UN;0.0
O-39/35;"O-39/35  INST TERMINAL MOLD;EXT.;12/20KV";UN;0.0
O-39/50;O-39/50  INST TERMINAL TERMO-CONTRATIL;UN;0.0
O-80/15;O-80/15 INST EMENDA RETA MOL.240AL/185AL;UN;0.0
O-80/16;O-80/16 INST EMENDA RETA MOL.240CU/185AL;UN;0.0
O-80/17;O-80/17 INST EMENDA MOLD..RETA 185/120 A;UN;0.0
O-80/18;O-80/18 INST EMENDA MOLD..RETA 50/35 AL;UN;0.0
O-80/185;O-80/185 INST EMENDA RETA MOLDADA 12/20;UN;0.0
O-80/18A;O-80/18A INST EMEN MOLD 185 20/35KV EMEN;UN;0.0
O-80/50;O-80/50  INST EMENDA RETA MOLDADA 12/20;UN;0.0
O-90/1;O-90/1 INST TERM.M.CABO PRÉ 185AL C/LUVA;UN;0.0
O-90/185;O-90/185 INST TERMINAL MOLDADO 12/20KV;UN;0.0
O-90/18A;O-90/18A INST TERM MOLD 185 20/35KV EMEN;UN;0.0
O-90/1A;O-90/1A INST TERM MOLD 185 20/35KV NEMA;UN;0.0
O-90/2;O-90/2 INST TERM.M.CABO PRÉ 50 AL C/LUVA;UN;0.0
O-90/50;O-90/50  INST TERMINAL MOLDADO 12/20KV;UN;0.0
A-22/P;A-22/P INST PROTETOR POLIMÉRICO P/ FIO T;UN;0.0
A-23;A-23     INST ESPACADOR ACO GALV. 19X10;UN;0.0
A-26;A-26     INST SECCIONADOR PRE-FOMADO P/;UN;0.0
A-4;A-4      INST ARAME FERRO GALVANIZADO 1;UN;0.0
A-5/2;A-5/2    INST FITA DE ACO INOX 19,1 MM(;UN;0.0
A-5/4;A-5/4    INST FECHO P/FITA ACO 19,1MM(3;UN;0.0
F-17;F-17     INST HASTE ATERRAMENTO DIAM 19;UN;0.0
F-17/3;F-17/3   INST HASTE ATER.AÇO-COBRE 5/8X2;UN;0.0
F-18/2;F-18/2   RET  TUBO ACO GALV.C/3000MM(AT;UN;0.0
O-4;O-4      INST CONECTOR P/HASTE ATERRAME;UN;0.0
C-1/1-AR;"C-1/1-AR INST CABO ACO DIA.6,4 MM(1/4"")";UN;0.0
C-1/1-MR;C-1/1-MR INST CABO ACO DIAM 6,4 MM (1/4;UN;0.0
C-1/2-AR;"C-1/2-AR INST CABO ACO DIA.7,9 MM(5/16""";UN;0.0
C-1/3-AR;"C-1/3-AR INST CABO ACO DIA.9,5 MM(3/8"")";UN;0.0
I-1;I-1      INST ISOLADOR CASTANHA PARA ES;UN;0.0
M-2/6;M-2/6    INST ALCA ESTAI CAB.ACO 6,4 (1;UN;0.0
M-2/7;M-2/7    INST ALCA ESTAI CAB.ACO 7,9 (5;UN;0.0
M-9/6;M-9/6    INST ANCORA ESTAI-CB.ACO 6,4(1;UN;0.0
M-9/9;M-9/9    INST ANCORA ESTAI-CB.ACO 9,5(3;UN;0.0
S-3/5;S-3/5    INST CONTRA POSTE MAD COM 5 ME;UN;0.0
A-25;A-25     INST SAPATILHA;UN;0.0
A-10A/34;A-10A/34 INST ESPAÇADOR LOSANGUL 34,5 KV;UN;0.0
A-18/34;A-18/34 INSTALAÇÃO ESPAÇAD LOSANG 34,5KV;UN;0.0
A-18P/15;A-18P/15 INSTALAÇÃO ESPAÇADOR LOSAN 15KV;UN;0.0
C15/7,76;C15/7,76 RET  CABO DE ACO-ALUMINIO D=7,;UN;0.0
C15/9,78;C15/9,78 RET  CABO DE ACO-ALUMINIO D=9,;UN;0.0
F-38/34;F-38/34 INST PINO CURTO P/ISOL 34,5KV;UN;0.0
F-53;F-53 INST. SUPORTE TIPO Z;UN;0.0
F-85;F-85     INST PINO CURTO PARA ISOLADOR;UN;0.0
I-5/1;I-5/1 INST ISOL DE PINO POLIM. 34,5KV;UN;0.0
I-7/13;I-7/13 INST. ISOLADOR DISCO POLIM. 15 KV;UN;0.0
I-7/34;I-7/34 INST ISOL BASTÃO POLIMERICO 34KV;UN;0.0
I-8/34;I-8/34 INST ISOL PINO POLIMERICO 34,5KV;UN;0.0
M-30;M-30     INST FIO COBERTO P/ AMARRACAO;UN;0.0
M-70;M-70     RET  GRAMPO ANCORAGEM P/CABO 1;UN;0.0
O-80/10;O-80/10 INST.CONECTOR PERF.70-185/1,5-10;UN;0.0
O-80/11;O-80/11 INST CONEC PERF 50-240 MM²;UN;0.0
O-80/12;O-80/12 INST CON PERF ISOL 16-95/1,5-10;UN;0.0
O-80/13;O-80/13 INST CONEC PERF 70-240 MM²;UN;0.0
O-80/14;O-80/14 INST CONEC PERF 70-240/16-95 MM²;UN;0.0
O-80/20;O-80/20 INST CONEC PERF ISOL 35-95/35-95;UN;0.0
O-80/21;O-80/21 INST CONEC PERF ISOL 120-240/35;UN;0.0
O-80/22;O-80/22 INST CONEC PERF ISOL 120-240/;UN;0.0
O-80/23;O-80/23 INST CONEC DERIV PERF 120-240;UN;0.0
O-80/24;O-80/24  INST CONEC ADAPT ESTR PERF 50-1;UN;0.0
O-80/25;O-80/25 NST CONEC ADAPT ESTR PERF 120-12;UN;0.0
O-80/26;O-80/26  INST CON AD ESTR PERF 120-240MM;UN;0.0
O-80/3A;O-80/3A INST CONEC DERIV PERF 3A;UN;0.0
O-80/5;O-80/5   INST CONECTOR PERF.ISOL. 70/70;UN;0.0
O-80/6;O-80/6   INST CONECTOR PERF.ISOL. 70/21;UN;0.0
O-80/8;O-80/8   INST CONECTOR PERF.ISOL. 6-54/;UN;0.0
A-3;A-3      INST ARRUELA AÇO LISA P/PARAF.;UN;0.0
A-70;A-70     INST DISJUNTOR TERMOMAGNÉTICO;UN;0.0
A-71/1;A-71/1   INST ELETRODUTO PVC RIG.PRETO;UN;0.0
